Nama_Hotel,Top_Positif_Phrase,Bobot_Pos,Top_Negatif_Phrase,Bobot_Neg
Aston Tropicana Hotel-Bandung,bersih nyaman,1.1916,terlalu tua,-1.3619
Aston Tropicana Hotel-Bandung,nyaman bersih,1.115,tidak layak,-1.3407
Aston Tropicana Hotel-Bandung,pelayanan bagus,1.0666,cuma sayang,-1.2689
Aston Tropicana Hotel-Bandung,menginap disini,1.0537,tidak berfungsi,-1.257
Aston Tropicana Hotel-Bandung,sarapannya enak,1.0121,kurang variatif,-1.2011
Aston Tropicana Hotel-Bandung,staff ramah,0.9889,pengalaman buruk,-1.1985
Aston Tropicana Hotel-Bandung,kamarnya bersih,0.9846,tidak ramah,-1.1831
Best Western Batanggaring-Palangkaraya,lokasi strategis,0.8254,tidak ramah,-1.4424
Best Western Batanggaring-Palangkaraya,nyaman bersih,0.8117,terlalu kecil,-1.2084
Best Western Batanggaring-Palangkaraya,lokasinya strategis,0.7733,bau apek,-1.1792
Best Western Batanggaring-Palangkaraya,bersih nyaman,0.7601,kamarnya bersih,-1.004
Best Western Batanggaring-Palangkaraya,kamarnya kecil,0.6778,non smoking,-0.9695
Best Western Batanggaring-Palangkaraya,tempat strategis,0.6617,cuma dapat,-0.9502
Best Western Batanggaring-Palangkaraya,batang garing,0.6547,ga enak,-0.9489
Best Western Batanggaring-Palangkaraya,makanannya enak,0.6452,pelayanan kurang,-0.9361
Best Western Batanggaring-Palangkaraya,pelayanan bagus,0.6299,kurang maksimal,-0.9312
Best Western Batanggaring-Palangkaraya,pelayanan baik,0.621,bertanggung jawab,-0.9206
Best Western Kamala Jimbaran-bali,dekat gwk,0.8086,mereka tidak,-1.4473
Best Western Kamala Jimbaran-bali,terima kasih,0.7146,kurang enak,-1.4285
Best Western Kamala Jimbaran-bali,sarapannya enak,0.6184,ac panas,-1.3963
Best Western Kamala Jimbaran-bali,kamarnya bersih,0.5929,tidak berfungsi,-1.1998
Best Western Kamala Jimbaran-bali,menginap sini,0.5586,tidur nyenyak,-1.1845
Best Western Kamala Jimbaran-bali,staf ramah,0.5533,ayam jantan,-0.9762
Best Western Kamala Jimbaran-bali,pelayanan ramah,0.5518,bagus tetapi,-0.9545
Best Western Kamala Jimbaran-bali,western kamala,0.5509,dua malam,-0.9187
Best Western Kamala Jimbaran-bali,best western kamala,0.5509,diberitahu bahwa,-0.9178
Best Western Kamala Jimbaran-bali,tempat nyaman,0.5234,suara ayam,-0.9158
Best Western Mangga Dua Hotel&Residence-Jakarta,mangga dua,1.4223,check jam,-1.6109
Best Western Mangga Dua Hotel&Residence-Jakarta,makanan enak,1.3333,tidak nyaman,-1.5266
Best Western Mangga Dua Hotel&Residence-Jakarta,bersih nyaman,1.2862,kurang nyaman,-1.4197
Best Western Mangga Dua Hotel&Residence-Jakarta,chef kalimi,1.1505,banyak rusak,-1.3458
Best Western Mangga Dua Hotel&Residence-Jakarta,makanannya enak,1.1102,lift lama,-1.3283
Best Western Mangga Dua Hotel&Residence-Jakarta,staff ramah,1.099,tempat tidur,-1.3135
Best Western Mangga Dua Hotel&Residence-Jakarta,pelayanan ramah,1.0919,inap malam,-1.2179
Best Western Mangga Dua Hotel&Residence-Jakarta,pelayanan bagus,1.0691,pelayanan buruk,-1.207
Best Western Mangga Dua Hotel&Residence-Jakarta,nyaman bersih,1.0036,parkir sempit,-1.1773
Best Western Mangga Dua Hotel&Residence-Jakarta,lokasi strategis,0.9332,mau pakai,-1.1097
Best Western Papilio Hotel-Surabaya,makanan enak,1.4325,pelayanan ok,-1.3789
Best Western Papilio Hotel-Surabaya,pelayanan ramah,1.3843,check jam,-1.2061
Best Western Papilio Hotel-Surabaya,lokasi strategis,1.2376,tidak bersih,-1.1175
Best Western Papilio Hotel-Surabaya,nyaman bersih,1.2254,kurang bersih,-1.1146
Best Western Papilio Hotel-Surabaya,kolam renangnya,1.1499,lift apartemen,-1.1145
Best Western Papilio Hotel-Surabaya,kota surabaya,1.145,exhaust mandi,-1.1
Best Western Papilio Hotel-Surabaya,tempat makan,1.0972,kalo sewa,-1.0578
Best Western Papilio Hotel-Surabaya,luas bersih,1.019,tidak worth,-1.0515
Best Western Papilio Hotel-Surabaya,western papilio,0.9462,cleaning service,-1.043
Best Western Papilio Hotel-Surabaya,harga terjangkau,0.9401,tidak sopan,-1.0417
Best Western Premier La Grande Hotel-Bandung,lokasi strategis,2.118,parkir sempit,-1.0708
Best Western Premier La Grande Hotel-Bandung,pelayanan ramah,1.6564,kurang baik,-0.9444
Best Western Premier La Grande Hotel-Bandung,lokasinya strategis,1.226,best wetern,-0.9395
Best Western Premier La Grande Hotel-Bandung,staff ramah,1.217,parkirnya sempit,-0.9257
Best Western Premier La Grande Hotel-Bandung,bersih nyaman,1.1891,mau keluar,-0.9051
Best Western Premier La Grande Hotel-Bandung,kamarnya bersih,1.1174,pas mau,-0.8894
Best Western Premier La Grande Hotel-Bandung,luas bersih,1.0499,oleh petugas,-0.8813
Best Western Premier La Grande Hotel-Bandung,kolam renangnya,1.0388,strategis seberang,-0.8636
Best Western Premier La Grande Hotel-Bandung,kota bandung,0.9538,sarapan pagi,-0.8498
Best Western Premier La Grande Hotel-Bandung,makanannya enak,0.9437,menunggu jam,-0.8431
Best Western Resort Kuta-Bali,bersih nyaman,1.0972,layanan tidak,-1.3138
Best Western Resort Kuta-Bali,staf ramah,0.9533,kurang bagus,-1.2596
Best Western Resort Kuta-Bali,tempat nyaman,0.9257,ac gak,-1.2254
Best Western Resort Kuta-Bali,pelayanan baik,0.9019,mandi bau,-1.1958
Best Western Resort Kuta-Bali,lokasi strategis,0.8966,staf penerimaan,-1.0926
Best Western Resort Kuta-Bali,staff ramah,0.8835,mandi lantai,-1.0799
Best Western Resort Kuta-Bali,pelayanannya bagus,0.822,lantai kotor,-1.0226
Best Western Resort Kuta-Bali,nyaman bersih,0.8204,kurang bersih,-1.0171
Best Western Resort Kuta-Bali,harga terjangkau,0.8098,tidak handuk,-1.0009
Best Western Resort Kuta-Bali,sarapannya enak,0.7572,tidak dingin,-0.9846
Courtyard Bali Nusa Dua Resort,pelayanan ramah,0.9175,tidak ramah,-2.1594
Courtyard Bali Nusa Dua Resort,kolam renangnya,0.8676,mereka tidak,-1.6649
Courtyard Bali Nusa Dua Resort,makanannya enak,0.863,pertama kali,-1.3374
Courtyard Bali Nusa Dua Resort,pelayanan baik,0.8029,tidak banyak,-1.2601
Courtyard Bali Nusa Dua Resort,tempat nyaman,0.7811,tidak nyaman,-1.2517
Courtyard Bali Nusa Dua Resort,mereka memiliki,0.6391,jauh pantai,-1.1478
Courtyard Bali Nusa Dua Resort,berjalan kaki,0.6263,kotor banyak,-1.1132
Courtyard Bali Nusa Dua Resort,makanan enak,0.625,tamu lain,-1.0058
Courtyard Bali Nusa Dua Resort,kamarnya luas,0.6113,tidak pantai,-0.9625
Courtyard Bali Nusa Dua Resort,setiap jam,0.5916,properti marriott,-0.9594
Courtyard Bali Seminyak Resort,dekat pantai,1.2683,keesokan harinya,-1.1789
Courtyard Bali Seminyak Resort,kolam renangnya,1.026,tidak yakin,-1.1218
Courtyard Bali Seminyak Resort,tempat nyaman,0.9223,dua kali,-1.1047
Courtyard Bali Seminyak Resort,lokasi strategis,0.8675,tidak layak,-1.0746
Courtyard Bali Seminyak Resort,staf ramah,0.8629,gak parkir,-1.0689
Courtyard Bali Seminyak Resort,berjalan kaki,0.8522,late check,-1.0689
Courtyard Bali Seminyak Resort,staff ramah,0.796,berkunjung aja,-1.0689
Courtyard Bali Seminyak Resort,bersih nyaman,0.7813,check jam,-1.0689
Courtyard Bali Seminyak Resort,bagus nyaman,0.7413,tidak cocok,-1.0537
Courtyard Bali Seminyak Resort,kamarnya bersih,0.7391,saat checkin,-0.9912
Courtyard Bandung Dago,pak yayat,1.5585,tidak ramah,-1.3771
Courtyard Bandung Dago,makanannya enak,1.463,sarapan aja,-1.3717
Courtyard Bandung Dago,terima kasih,1.2973,kurang responsif,-1.2076
Courtyard Bandung Dago,pelayanannya ramah,1.1427,tidak petugas,-1.1762
Courtyard Bandung Dago,kota bandung,1.1389,mandi tidak,-1.0645
Courtyard Bandung Dago,pelayanan bagus,1.0751,lama bgt,-1.0591
Courtyard Bandung Dago,pelayanan ramah,1.0652,baik hanya,-1.0178
Courtyard Bandung Dago,nyaman bersih,1.0202,lama nunggu,-0.9816
Courtyard Bandung Dago,pelayanannya bagus,0.938,terburuk pernah,-0.9413
Courtyard Bandung Dago,baik ramah,0.9139,ruangan tidak,-0.9242
Crowne Plaza Bandung,makanan enak,1.596,driver online,-1.3099
Crowne Plaza Bandung,pelayanan ramah,1.2183,harus buka,-1.2158
Crowne Plaza Bandung,pelayanan bagus,1.1671,tidak ramah,-1.1654
Crowne Plaza Bandung,pelayanan baik,1.157,layanan buruk,-1.1115
Crowne Plaza Bandung,staff ramah,1.137,ga boleh,-1.0006
Crowne Plaza Bandung,baik ramah,1.122,depan lobby,-0.9559
Crowne Plaza Bandung,makanannya enak,1.1,tidak nyaman,-0.9213
Crowne Plaza Bandung,menginap disini,1.0408,remote tv,-0.9166
Crowne Plaza Bandung,terima kasih,0.9434,pinggir jalan,-0.91
Crowne Plaza Bandung,sarapan enak,0.938,harus menunggu,-0.8706
Crowne Plaza Labuan Bajo,pelayanan baik,0.1802,antarjemput gratis,0.0483
Crowne Plaza Labuan Bajo,crowne plaza,0.1077,antarjemput gratis pusat,0.0483
Crowne Plaza Labuan Bajo,layanan antarjemput,0.1051,baru dibangun,0.0483
Crowne Plaza Labuan Bajo,pusat kota,0.1022,gratis pusat kota,0.0483
Crowne Plaza Labuan Bajo,masa inap,0.102,gratis pusat,0.0483
Crowne Plaza Labuan Bajo,tak terlupakan,0.0996,antarjemput bandara,0.0512
Crowne Plaza Labuan Bajo,pengalaman luar,0.0994,tempat lain,0.0526
Crowne Plaza Labuan Bajo,semua staf,0.0989,tidak ingin,0.0526
Crowne Plaza Labuan Bajo,kolam renang,0.0983,penjemputan bandara,0.0552
Crowne Plaza Labuan Bajo,secara keseluruhan,0.0867,staf ramah,0.064
"Four Pointsby Sheraton Bali,Seminyak",kolam renangnya,0.929,mereka tidak,-1.4573
"Four Pointsby Sheraton Bali,Seminyak",tempat bagus,0.8723,pengalaman buruk,-1.1692
"Four Pointsby Sheraton Bali,Seminyak",jika anda,0.8588,tidak bagus,-1.1078
"Four Pointsby Sheraton Bali,Seminyak",terima kasih,0.7855,tidak berfungsi,-1.0568
"Four Pointsby Sheraton Bali,Seminyak",pelayanan ramah,0.7788,bagus tetapi,-1.0521
"Four Pointsby Sheraton Bali,Seminyak",pelayanannya bagus,0.7682,pukul masih,-1.0516
"Four Pointsby Sheraton Bali,Seminyak",staf ramah,0.7642,staf tidak,-1.0457
"Four Pointsby Sheraton Bali,Seminyak",bagus staf,0.7447,mengatakan bahwa,-0.9485
"Four Pointsby Sheraton Bali,Seminyak",sarapan prasmanannya,0.6775,hari pertama,-0.9473
"Four Pointsby Sheraton Bali,Seminyak",tidak terlalu,0.6365,musik keras,-0.9115
"Four Pointsby Sheraton Bali,Ungasan",view bagus,1.0049,ac rusak,-1.3378
"Four Pointsby Sheraton Bali,Ungasan",kolam renangnya,0.8468,handuk tidak,-1.2772
"Four Pointsby Sheraton Bali,Ungasan",pemandangan indah,0.8452,kurang terawat,-1.2439
"Four Pointsby Sheraton Bali,Ungasan",kolam renang,0.7844,kurang bersih,-1.2114
"Four Pointsby Sheraton Bali,Ungasan",tempat menginap,0.7585,baik tetapi,-1.1853
"Four Pointsby Sheraton Bali,Ungasan",terima kasih,0.7257,terburuk pernah,-1.1532
"Four Pointsby Sheraton Bali,Ungasan",makanan enak,0.715,tidak berfungsi,-1.1295
"Four Pointsby Sheraton Bali,Ungasan",four points,0.702,harus minta,-1.1173
"Four Pointsby Sheraton Bali,Ungasan",pelayanan ramah,0.6994,mereka tidak,-1.0925
"Four Pointsby Sheraton Bali,Ungasan",sarapannya lezat,0.6524,ga enak,-1.0667
Four Pointsby Sheraton Balikpapan,pelayanan ramah,1.0539,tidak nyaman,-1.9225
Four Pointsby Sheraton Balikpapan,dekat bandara,1.0139,staff tidak,-1.5961
Four Pointsby Sheraton Balikpapan,nyaman bersih,0.8931,tidak ramah,-1.5961
Four Pointsby Sheraton Balikpapan,makanannya enak,0.7941,hari tidak,-1.3358
Four Pointsby Sheraton Balikpapan,tempat nyaman,0.7703,kau ya,-1.2438
Four Pointsby Sheraton Balikpapan,luas bersih,0.7607,baik namun,-1.1373
Four Pointsby Sheraton Balikpapan,bagus nyaman,0.6858,enak satusatunya,-1.0991
Four Pointsby Sheraton Balikpapan,deket bandara,0.6793,tempat makan,-1.0439
Four Pointsby Sheraton Balikpapan,bersih nyaman,0.67,kurang nyaman,-1.0145
Four Pointsby Sheraton Balikpapan,kamarnya luas,0.6576,nginep sini,-1.0139
Four Pointsby Sheraton Bandung,lokasi strategis,1.7438,parkir tidak,-1.4382
Four Pointsby Sheraton Bandung,tengah kota,1.1862,kurang baik,-1.3698
Four Pointsby Sheraton Bandung,pelayanan ramah,1.0128,lama perlu,-1.3533
Four Pointsby Sheraton Bandung,staff ramah,1.012,jalan menuju,-1.3381
Four Pointsby Sheraton Bandung,lokasinya strategis,1.0045,perlu perbaikan,-1.1883
Four Pointsby Sheraton Bandung,pelayanan baik,0.9916,seperti sheraton,-1.1809
Four Pointsby Sheraton Bandung,kota bandung,0.8719,susah harus,-1.1633
Four Pointsby Sheraton Bandung,ruang meeting,0.8642,bawa anak,-1.161
Four Pointsby Sheraton Bandung,mas leo,0.8028,seharusnya mereka,-1.1471
Four Pointsby Sheraton Bandung,tempat strategis,0.7905,pelayanan hotelnya,-1.102
Four Pointsby Sheraton Batam,terima kasih,0.7261,tidak ramah,-1.1935
Four Pointsby Sheraton Batam,pusat perbelanjaan,0.5253,kolam renang,-0.9431
Four Pointsby Sheraton Batam,lokasi strategis,0.4946,menu sarapan,-0.9294
Four Pointsby Sheraton Batam,stafnya ramah,0.4934,malam hari,-0.9159
Four Pointsby Sheraton Batam,kota batam,0.4866,kurang enak,-0.897
Four Pointsby Sheraton Batam,pelayanan bagus,0.4563,makanannya kurang,-0.8369
Four Pointsby Sheraton Batam,dekat pasar,0.3899,dekat pusat,-0.7561
Four Pointsby Sheraton Batam,selama menginap,0.3876,terburuk pernah,-0.7465
Four Pointsby Sheraton Batam,strategis dekat,0.3572,sebagai anggota,-0.7447
Four Pointsby Sheraton Batam,four points batam,0.3533,datang tidak,-0.697
Four Pointsby Sheraton Bekasi,kolam renang,0.2273,utk tamu,-0.9648
Four Pointsby Sheraton Bekasi,four points,0.2035,utk menginap,-0.9648
Four Pointsby Sheraton Bekasi,terima kasih,0.2016,makanannya enak,-0.7318
Four Pointsby Sheraton Bekasi,makanan enak,0.1764,menginap four,-0.4157
Four Pointsby Sheraton Bekasi,staff ramah,0.1684,masih baru,-0.3981
Four Pointsby Sheraton Bekasi,lokasi strategis,0.1617,perlu banyak,-0.3853
Four Pointsby Sheraton Bekasi,semua staffnya,0.1461,four point,-0.3523
Four Pointsby Sheraton Bekasi,menginap disini,0.1435,semua stafnya ramah,0.0234
Four Pointsby Sheraton Bekasi,kota bekasi,0.139,secara keseluruhan,0.0234
Four Pointsby Sheraton Bekasi,meeting room,0.1276,semua stafnya,0.0234
Four Pointsby Sheraton Bintan,terima kasih,0.7182,tidak pernah,-0.9904
Four Pointsby Sheraton Bintan,stafnya ramah,0.6093,bahkan tidak,-0.9729
Four Pointsby Sheraton Bintan,four points,0.5788,tidak merekomendasikan,-0.9049
Four Pointsby Sheraton Bintan,penuh perhatian,0.5751,terburuk pernah,-0.8259
Four Pointsby Sheraton Bintan,terminal feri,0.5577,tidak dibersihkan,-0.8186
Four Pointsby Sheraton Bintan,semua staf,0.4915,mereka tidak,-0.8023
Four Pointsby Sheraton Bintan,tempat menginap,0.4766,kepada mereka,-0.7867
Four Pointsby Sheraton Bintan,tak terlupakan,0.472,tidak dapat,-0.7831
Four Pointsby Sheraton Bintan,kembali lagi,0.4377,malam tidak,-0.7827
Four Pointsby Sheraton Bintan,pasti kembali,0.4136,tidak kembali,-0.7693
Four Pointsby Sheraton Jakarta,makanannya enak,1.4092,kurang nyaman,-1.8208
Four Pointsby Sheraton Jakarta,makanan enak,1.0016,kurang enak,-1.4588
Four Pointsby Sheraton Jakarta,terima kasih,0.9937,sempit muter,-1.3333
Four Pointsby Sheraton Jakarta,lokasinya strategis,0.9595,tempat parkir,-1.2865
Four Pointsby Sheraton Jakarta,lokasi strategis,0.9279,tidak ramah,-1.25
Four Pointsby Sheraton Jakarta,banyak pilihan,0.8888,mereka tidak,-1.2385
Four Pointsby Sheraton Jakarta,kota jakarta,0.8566,pertama kalinya,-1.0801
Four Pointsby Sheraton Jakarta,pusat perbelanjaan,0.7608,dekat transjakarta,-1.0525
Four Pointsby Sheraton Jakarta,jalan thamrin,0.7461,cuekinmentang ojok,-1.0525
Four Pointsby Sheraton Jakarta,nyaman bersih,0.7411,ramah hanya,-1.0205
Four Pointsby Sheraton Makassar,terima kasih,1.7509,harus bayar,-1.2539
Four Pointsby Sheraton Makassar,kota makassar,1.463,kurang bagus,-1.2521
Four Pointsby Sheraton Makassar,pelayanan ramah,1.3843,tidak nyaman,-1.2287
Four Pointsby Sheraton Makassar,pelayanan bagus,1.2324,lama tidak,-1.1999
Four Pointsby Sheraton Makassar,makanan enak,1.2062,jelek pelayanan,-1.184
Four Pointsby Sheraton Makassar,parkir luas,1.1544,bau rokok,-1.1678
Four Pointsby Sheraton Makassar,mas arlen,1.0707,handuk tidak,-1.1547
Four Pointsby Sheraton Makassar,pelayanan baik,1.0525,tidak layak,-1.0844
Four Pointsby Sheraton Makassar,pelayanannya baik,1.0387,kurang ramah,-1.0677
Four Pointsby Sheraton Makassar,tengah kota,1.0224,jam malam,-1.0583
Four Pointsby Sheraton Manado,kota manado,1.1659,layanan buruk,-1.4557
Four Pointsby Sheraton Manado,fasilitas lengkap,0.8982,air panas,-1.4529
Four Pointsby Sheraton Manado,pelayanan ramah,0.8662,tidak sopan,-1.4318
Four Pointsby Sheraton Manado,pusat kota,0.8647,mereka tidak,-1.329
Four Pointsby Sheraton Manado,view bagus,0.8631,menghargai tamu,-1.3194
Four Pointsby Sheraton Manado,tempat nyaman,0.7971,tidak ramah,-1.2998
Four Pointsby Sheraton Manado,pelayanan memuaskan,0.7959,air mandi,-1.257
Four Pointsby Sheraton Manado,bersih nyaman,0.7725,kurang profesional,-1.2454
Four Pointsby Sheraton Manado,lokasi strategis,0.7451,tidak begitu,-1.2305
Four Pointsby Sheraton Manado,manado town,0.7384,lada hitam,-1.2116
Four Pointsby Sheraton Medan,kota medan,1.3713,tidak ramah,-2.2498
Four Pointsby Sheraton Medan,lokasi strategis,1.1774,kurang enak,-1.4936
Four Pointsby Sheraton Medan,makanan enak,1.1165,kurang memuaskan,-1.4829
Four Pointsby Sheraton Medan,pelayanan bagus,1.0946,nunggu lama,-1.3838
Four Pointsby Sheraton Medan,hotelnya nyaman,1.0326,pelayanan kurang,-1.3149
Four Pointsby Sheraton Medan,bagus nyaman,0.9906,hanya satu,-1.1824
Four Pointsby Sheraton Medan,banyak pilihan,0.9804,harus menunggu,-1.1782
Four Pointsby Sheraton Medan,hotelnya bersih,0.8831,bagus tetapi,-1.1575
Four Pointsby Sheraton Medan,bersih nyaman,0.8805,tidak tahu,-1.1512
Four Pointsby Sheraton Medan,tempatnya nyaman,0.8608,layanan buruk,-1.1105
Four Pointsby Sheraton Pontianak,tidak terlalu,0.4253,kesan pertama,-0.9259
Four Pointsby Sheraton Pontianak,lokasi strategis,0.3746,kamarnya bagus,-0.3414
Four Pointsby Sheraton Pontianak,nyaman dekat,0.3362,saat menginap,-0.314
Four Pointsby Sheraton Pontianak,pelayanannya ramah,0.3306,kolam renang,0.1214
Four Pointsby Sheraton Pontianak,dekat bandara,0.2849,dekat bandara,0.2849
Four Pointsby Sheraton Pontianak,kolam renang,0.1214,pelayanannya ramah,0.3306
Four Pointsby Sheraton Pontianak,saat menginap,-0.314,nyaman dekat,0.3362
Four Pointsby Sheraton Pontianak,kamarnya bagus,-0.3414,lokasi strategis,0.3746
Four Pointsby Sheraton Pontianak,kesan pertama,-0.9259,tidak terlalu,0.4253
"Four Pointsby Sheraton Surabaya,Pakuwon Indah",pelayanan ramah,1.0453,tidak nyaman,-1.9562
"Four Pointsby Sheraton Surabaya,Pakuwon Indah",nyaman bersih,0.8657,sama tidak,-1.8502
"Four Pointsby Sheraton Surabaya,Pakuwon Indah",staff ramah,0.8269,jam ready,-1.5864
"Four Pointsby Sheraton Surabaya,Pakuwon Indah",lokasi strategis,0.7723,tidak tersedia,-1.4116
"Four Pointsby Sheraton Surabaya,Pakuwon Indah",terima kasih,0.7586,beberapa kali,-1.3223
"Four Pointsby Sheraton Surabaya,Pakuwon Indah",hotelnya bagus,0.7528,tinggal sini,-1.2926
"Four Pointsby Sheraton Surabaya,Pakuwon Indah",pelayanan baik,0.7433,makan malam,-1.262
"Four Pointsby Sheraton Surabaya,Pakuwon Indah",bersih nyaman,0.6947,kali tinggal,-1.2279
"Four Pointsby Sheraton Surabaya,Pakuwon Indah",fasilitas lengkap,0.684,bau rokok,-1.1468
"Four Pointsby Sheraton Surabaya,Pakuwon Indah",pelayanan bagus,0.6802,tengah malam,-1.1307
Four Pointsby Sheraton Surabaya,tunjungan plaza,1.387,pelayanan kurang,-1.465
Four Pointsby Sheraton Surabaya,lokasi strategis,1.351,kurang bagus,-1.4376
Four Pointsby Sheraton Surabaya,staff ramah,1.1163,dua orang,-1.3805
Four Pointsby Sheraton Surabaya,pelayanannya ramah,0.9287,tidak ramah,-1.2237
Four Pointsby Sheraton Surabaya,makanannya enak,0.9248,bagus pelayanan,-1.2236
Four Pointsby Sheraton Surabaya,tengah kota,0.8572,tanggung jawab,-1.1493
Four Pointsby Sheraton Surabaya,staf ramah,0.8504,proses pembayaran,-1.1458
Four Pointsby Sheraton Surabaya,sarapan enak,0.845,dana anda,-1.1343
Four Pointsby Sheraton Surabaya,pusat kota,0.8318,bersih bagus,-1.1328
Four Pointsby Sheraton Surabaya,dekat mall,0.7966,kalo langsung,-1.0909
FOXHARRIS Hotel City Center-bandung,pusat kota,1.3474,kurang bersih,-1.3132
FOXHARRIS Hotel City Center-bandung,kolam renang,1.3344,house keeping,-1.2389
FOXHARRIS Hotel City Center-bandung,makanan enak,1.3272,mandi mampet,-1.1976
FOXHARRIS Hotel City Center-bandung,makanannya enak,1.2902,gak sesuai,-1.1851
FOXHARRIS Hotel City Center-bandung,pelayanan bagus,1.1462,tidak seperti,-1.1571
FOXHARRIS Hotel City Center-bandung,terima kasih,1.1434,tanggung jawab,-1.1006
FOXHARRIS Hotel City Center-bandung,tengah kota,0.9825,menginap disini,-1.023
FOXHARRIS Hotel City Center-bandung,pelayanannya ramah,0.9451,kurang baik,-1.0161
FOXHARRIS Hotel City Center-bandung,nyaman bersih,0.9038,karpet kotor,-1.007
FOXHARRIS Hotel City Center-bandung,tempatnya nyaman,0.8604,bau rokok,-0.9984
FOXHARRIS Lite Hotel-Jakarta,masih baru,0.3792,kutu kasur,-1.4422
FOXHARRIS Lite Hotel-Jakarta,ramah membantu,0.3535,berisik suara,-1.2735
FOXHARRIS Lite Hotel-Jakarta,bersih nyaman,0.3341,non smoking,-0.9421
FOXHARRIS Lite Hotel-Jakarta,staff ramah,0.3264,tamu lain,-0.9367
FOXHARRIS Lite Hotel-Jakarta,layanan baik,0.2664,pengering rambut,-0.759
FOXHARRIS Lite Hotel-Jakarta,ramah ramah,0.2651,bersih pelayanan,-0.7421
FOXHARRIS Lite Hotel-Jakarta,bersih wangi,0.2533,dia membantu,-0.7041
FOXHARRIS Lite Hotel-Jakarta,smart tv,0.253,nginap disini,-0.6933
FOXHARRIS Lite Hotel-Jakarta,tempat parkir,0.2447,buat staycation,-0.6904
FOXHARRIS Lite Hotel-Jakarta,makanan enak,0.2411,overall bagus,-0.6505
Grand Dafam Braga-Bandung,sarapannya enak,0.9559,pas check,-1.8178
Grand Dafam Braga-Bandung,makanannya enak,0.9193,kurang bagus,-1.7564
Grand Dafam Braga-Bandung,mba tasya,0.8382,tidak menyenangkan,-1.2052
Grand Dafam Braga-Bandung,enak enak,0.8167,tidak sesuai,-1.1884
Grand Dafam Braga-Bandung,pelayanan ramah,0.7725,tidak terawat,-1.1477
Grand Dafam Braga-Bandung,terima kasih,0.7209,model lama,-1.1246
Grand Dafam Braga-Bandung,menu sarapan,0.6887,pintu masuk,-0.9648
Grand Dafam Braga-Bandung,lokasi bagus,0.6345,bau rokok,-0.9265
Grand Dafam Braga-Bandung,pelayanan baik,0.6215,lihat review,-0.8897
Grand Dafam Braga-Bandung,pelayanannya ramah,0.6162,katanya sarapan,-0.8897
Grand Dafam Signature International Airport Yogyakarta,mas nanang,0.7093,jam jam,-1.5122
Grand Dafam Signature International Airport Yogyakarta,hotelnya bagus,0.6928,kali menginap,-1.4306
Grand Dafam Signature International Airport Yogyakarta,pelayanan ramah,0.6425,kurang bervariasi,-1.3098
Grand Dafam Signature International Airport Yogyakarta,terima kasih,0.6212,jam baru,-1.2418
Grand Dafam Signature International Airport Yogyakarta,staf ramah,0.6093,dia tidak,-1.1645
Grand Dafam Signature International Airport Yogyakarta,kamarnya bagus,0.5757,jauh kota,-1.1634
Grand Dafam Signature International Airport Yogyakarta,bersih nyaman,0.5741,datang sini,-1.1494
Grand Dafam Signature International Airport Yogyakarta,nginep disini,0.5645,minta maaf,-0.9959
Grand Dafam Signature International Airport Yogyakarta,bagus nyaman,0.5417,salah satu,-0.9898
Grand Dafam Signature International Airport Yogyakarta,masih baru,0.5214,bersih luas,-0.9812
Grand Dafam Surabaya,makanan enak,1.4246,tidak ramah,-1.8253
Grand Dafam Surabaya,terima kasih,1.3873,makanan tidak,-1.3135
Grand Dafam Surabaya,nyaman bersih,1.0433,tidak profesional,-1.268
Grand Dafam Surabaya,pak eko,1.03,baru kali,-1.2068
Grand Dafam Surabaya,lokasi strategis,0.9645,tidak sesuai,-1.1525
Grand Dafam Surabaya,pelayanannya ramah,0.9013,wifi tidak,-1.1375
Grand Dafam Surabaya,pelayanan ramah,0.8485,kirim barang,-1.1211
Grand Dafam Surabaya,bagus bersih,0.8114,pelayanan kurang,-1.0697
Grand Dafam Surabaya,morazen surabaya,0.8068,tidak dapat,-1.0299
Grand Dafam Surabaya,tempat tidur,0.7707,suara speaker,-1.0167
Grand Mercure Bandung,pelayanan bagus,1.1759,tidak nyaman,-1.5176
Grand Mercure Bandung,pelayanan ramah,1.12,tidak sesuai,-1.443
Grand Mercure Bandung,pelayanan baik,1.0742,pengalaman terburuk,-1.1847
Grand Mercure Bandung,makanan enak,0.9873,mereka tidak,-1.1543
Grand Mercure Bandung,enak pelayanan,0.8746,proses checkin,-1.1325
Grand Mercure Bandung,staff ramah,0.8567,tempat tidur,-1.0747
Grand Mercure Bandung,banyak pilihan,0.8533,pelayanan buruk,-0.9983
Grand Mercure Bandung,sarapan enak,0.8149,tidak sopan,-0.9821
Grand Mercure Bandung,ramah membantu,0.7822,bintang tidak,-0.9743
Grand Mercure Bandung,fasilitas lengkap,0.7769,anak kecil,-0.9444
Harris Hotel&Convention Festival Citylink Bandung,kolam renang,1.3142,terlalu kecil,-1.3283
Harris Hotel&Convention Festival Citylink Bandung,terima kasih,1.1135,tidak ramah,-1.2517
Harris Hotel&Convention Festival Citylink Bandung,lokasi strategis,1.0978,pelayanan ok,-1.158
Harris Hotel&Convention Festival Citylink Bandung,bersih nyaman,1.0594,pindah lift,-1.1286
Harris Hotel&Convention Festival Citylink Bandung,kota bandung,0.9903,layanan buruk,-1.1284
