User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Barra Mahatva,2025,3,menginap pada hari Jumat 26 12 2025 secara umum layanannya oke tapi ada beberapa hal yang perlu diperhatikan 1 basement 3 tidak tercover oleh lift ini sangat merepotkan ketika kita datang tidak ada petugas yang mengarahkan ke lobi untuk reservasi maka kita langsung masuk ke parkir diarahkan ke basement 3 karena b1 dan b2 sudah penuh akhirnya kita harus ngangkat barang2 kita termasuk koper besar menuju basement 2 dengan naik tangga manual untuk petugas parkir perlu ditingkatkan kompetensi nya harus berhenti dulu ditanya mau memeriksa masuk atau tidak langsung mengarahkan ke b3 lebih mengecewakan lagi ketika sampai b2 ternyata masih ada beberapa,KOMPETITOR,Bintang 4,TheAlana,negative,0.9404118061065674,Service Quality,"Service Quality (0.87); Facilities & Amenities (0.75); Location, Accessibility & Parking (0.69)"
Burhan Lamidi,2025,5,pengalaman menginap yang luar biasa hotelnya bersih mewah dan strategis hanya beberapa menit dari bandara dan pusat kota solo kamar luas dan nyaman fasilitas lengkap mulai dari kolam renang hingga spa yang paling berkesan pelayanan dari mbak cindy ramah sigap dan benar benar membuat tamu merasa istimewa terima kasih mbak cindy atas pelayanannya yang luar biasa akan menginap di sini lagi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991517066955566,Facilities & Amenities,Facilities & Amenities (1.00); Service Efficiency & Responsiveness (0.99); Service Quality (0.99)
brian harfiansyah,2025,5,Kondisi kamar oke tapi gelasnya tidak diganti restonya pelayanan ramah dan makanannya enak untuk restonya full service dari mba reva untuk fasilitas cukup lengkap dan nyaman,KOMPETITOR,Bintang 4,TheAlana,positive,0.9990837574005127,Facilities & Amenities,Facilities & Amenities (0.99); Staff Conduct & Hospitality (0.99); Room Quality & Comfort (0.99)
Adi,2025,5,sampai hotel disambut oleh yuliana sebagai fo dengan pelayanan yang ramah dan cekatan untuk kamar hotel pelayanan kamar dan makanan seluruhnya memuaskan terimakasih hotel alana,KOMPETITOR,Bintang 4,TheAlana,positive,0.9986560344696045,Staff Conduct & Hospitality,Staff Conduct & Hospitality (1.00); Service Efficiency & Responsiveness (1.00); Service Quality (0.99)
Ryan Ncx,2025,5,kamarnya bersih nyaman fasilitas lengkap makanannya enak termikasih juga buat mba reva yang sudah melayani dan mengarahkan tamu dengan baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991698265075684,Facilities & Amenities,Facilities & Amenities (0.99); Staff Conduct & Hospitality (0.98); Service Quality (0.98)
Jaya Pengusaha Sukses,2025,5,fasilitas kamar oke hanya u sandal perlu diminta tapi oke semua pelayanan semua baik kary nya rendah hati dan responsif ketika dibutuhkan bantuan makanan enak semua dan enaknya dpt tawaran jalan tol sempurna,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994267225265503,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (1.00); Staff Conduct & Hospitality (1.00); Facilities & Amenities (1.00)
imelda sinaga,2025,5,senang dan sangat puas menginap dan pelayanannya di hotel alana solo semoga bisa kembali lagi nginap di sini terimakasih atas pelayanan dari kak reva,KOMPETITOR,Bintang 4,TheAlana,positive,0.9981141090393066,Service Quality,Service Quality (0.93); Guest Experience (0.85); Religious & Halal Features (0.85)
Leonardo Paskalis Angelo,2025,5,Saya sarankan untuk tinggal di kamarnya bersih tapi sayang kulkasnya bermasalah mungkin berikutnya diperhatikan kulkasnya tidak kamar 720 pelayanannya layanan yang baik terima kasih ms melissa,KOMPETITOR,Bintang 4,TheAlana,positive,0.9825746417045593,Service Quality,"Service Quality (1.00); Cleanliness, Hygiene & Maintenance (0.94); Guest Experience (0.93)"
kurnia anna,2025,5,untuk kamar bersih hanya saja kendala ditv yang lemot untuk sarapan secara keseluruhan selalu enak semua pelayanan ramah dan gercep terutama mbak reva yang ramah terimakasih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9980625510215759,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.99); Service Efficiency & Responsiveness (0.99); Service Quality (0.99)
DayHrk k,2025,5,makanan secara keseluruhan enak banyak fariasinya lokasinya strategis dekat dengan pusat kota solo pelayananya juga ramah lobi dan juga kamar luas dan bersih dilayani dengan ikaa di restoran yang ramah dan baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995185136795044,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (1.00); Service Quality (1.00)"
Della Alvyonita,2025,4,Untuk sarapan di resto layanan perlu ditingkatkan lagi pilihan kopi hanya ada americano dan espresso jika bisa ditambah yang lain seperti latte dan cappucino dan bisa menyediakan susu hangat krépes kebetulan mendapat agak gosong untun kamar secara keseluruhan oke bersih dan rapi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9979190230369568,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Food & Beverage (0.98); Facilities & Amenities (0.96)"
Aisyah Zahra,2025,5,hotel yang sangat strategis deket dengan bandara view kota solo makananya enak komplit minuman signaturnya juga enak banget anggur jawa servicenya oke kak ika pelayananya ramah banget,KOMPETITOR,Bintang 4,TheAlana,positive,0.999542236328125,Food & Beverage,Food & Beverage (0.99); Service Quality (0.99); Facilities & Amenities (0.98)
Indra van Berk,2025,5,Saya datang ke hotel ini selama beberapa tahun sekarang dan saya selalu tinggal lebih dari 3 minggu ini adalah hotel yang luar biasa dengan layanan yang sangat baik saya ingin khusus mengucapkan terima kasih kepada chef eksekutif firman sarapan telah luar biasa setiap hari dan dia selalu memberi kita hidangan ekstra khusus dia sangat baik dan bijaksana dia pantas lebih dari 5 bintang,KOMPETITOR,Bintang 4,TheAlana,positive,0.9984551668167114,Service Quality,Service Quality (1.00); Staff Conduct & Hospitality (0.99); Personalized & Special Services (0.98)
Wahid Almursy,2025,5,syukur alhamdulillah berkesempatan sholat dimasjid kauman surakarta suasana dilingkungan yang memiliki nilai seni dan sejarah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9890890717506409,Cultural & Heritage Experience,Cultural & Heritage Experience (0.99); Sustainability & Environmental Quality (0.82); Religious & Halal Features (0.76)
Arkana Atta Alfarizki,2025,5,terimakasih alana cocok banget buat keluarga menginap pelayanan staf sangat ramah ramah kamar sangat luas dan kamar mandi bersih dan wangi tidak bau sangat puas di hotel alana,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994296431541443,Service Quality,Service Quality (0.99); Facilities & Amenities (0.99); Family & Group Friendly (0.99)
Wahyudi Star,2025,5,Dari awal datang pelayanan sangat cekatan dan memuaskan untuk kamar sangat bagus dan besar modern jg makanan pagi bisa bwat kenyang di perut enak semua hotel yang memiliki ketak yang strategis jgn lupa selalu di alana solo jika berlibur di surakarta terima kasih mbak ika yang selalu rendah hati ya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992678761482239,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (1.00); Service Quality (0.99); Staff Conduct & Hospitality (0.99)
Narsi Glotax,2025,5,sudah sering menginap tidak pernah kecewa selalu baik untuk pelayanan baru terumata kak ika pelayan makanan enak dan banyak pilihan coba anggur jwab tidak pernah bosan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992891550064087,Service Quality,Service Quality (1.00); Guest Experience (1.00); Food & Beverage (0.99)
Adip 24,2025,5,kamar bersih nyaman dipakai kamar mandi oke dan bersih udara hangatnya nyaman makanannya oke lengkap ada sushi omelet enak semua reva,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994730353355408,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (0.99); Room Quality & Comfort (0.99)"
Hani Isnaeni,2025,4,selalu menginap disini kalau ke solo hotelnya nyaman bersih dan makanan nya enak2 paling seneng hari sabtu sarapan di alana makan ramen yang menghibur pekerjaan baik koki pekerjaan baik alana,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995235204696655,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Service Quality (0.98); Facilities & Amenities (0.95)"
Anita Sefti,2025,5,kamar bersih dan wangi menerapkan konsep ramah lingkungan kurang plastik makanan untuk sarapan variatif dan enak cemilan untuk istirahat kopi juga enak meskipun untuk makanan sehat mungkin bisa diperbanyak variannya petunjuk akses mulai dari petunjuk parkir kamar dan fasilitas lainnya sangat detail dan informatif semoga semakin maju dan semakin keren ke depannya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991657733917236,"Location, Accessibility & Parking","Location, Accessibility & Parking (1.00); Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.99)"
tuwil6 itjen,2025,4,Unk kamar sudah cukup bagus sedangkan makanan di resto agar lebih banyak variasi pelayanan di resto cukup baik dengan pelayan mba dewi,KOMPETITOR,Bintang 4,TheAlana,positive,0.997886598110199,Service Quality,Service Quality (0.97); Facilities & Amenities (0.94); Guest Experience (0.86)
Meisylla Tsania,2025,5,makanan enak restonya nyaman pelayanan cepat terimakasih kak ika kamar rapi wangi dan luas perjalanan berikutnya kesolo balik ke sini lagi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993997812271118,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (1.00); Service Efficiency & Responsiveness (0.99); Facilities & Amenities (0.99)"
Giovanni Raditya,2025,5,Kamar baik pelayanan sangat baik hanya lokasi saja untuk ke kota sekitar 5 10 menit saja secara keseluruhan baik sekali petugas bu reva,KOMPETITOR,Bintang 4,TheAlana,positive,0.9943033456802368,Guest Experience,Guest Experience (1.00); Service Quality (1.00); Room Quality & Comfort (1.00)
widhi antari,2025,5,lebih dari semua bagus perlu ditingkatkan untuk kondisi kamar mandi udara agar lancar udara buanganya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9839773774147034,Facilities & Amenities,"Facilities & Amenities (0.98); Cleanliness, Hygiene & Maintenance (0.90); Sustainability & Environmental Quality (0.90)"
Ginar Sukma Pratami,2025,4,makanan enak tapi variasi menu kurang banyak kamar bersih dan nyaman udara hangatnya juga berfungsi dengan baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9970278143882751,Facilities & Amenities,"Facilities & Amenities (0.99); Room Quality & Comfort (0.98); Cleanliness, Hygiene & Maintenance (0.98)"
Rafly Cinto Aji,2025,5,pelayanan sangat baik kualitas kamar yang diberikan juga sesuai lokasi yang strategis secara keseluruhan okee banget buat lokasi menginap untuk berbagai kebutuhan dari kebutuhan pekerjaan ataupun juga hanya hanya liburan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9985872507095337,Service Quality,Service Quality (1.00); Room Quality & Comfort (1.00); Facilities & Amenities (0.99)
Rizka Ariani,2025,5,kamarnya luas tempat tidur enak sarapannya enak tapi dpt menu yang kurang saat sama selera sejauh ini oke,KOMPETITOR,Bintang 4,TheAlana,positive,0.9966566562652588,Facilities & Amenities,Facilities & Amenities (0.97); Room Quality & Comfort (0.94); Food & Beverage (0.90)
ALLIP PAHRI,2025,5,Sarapan nya mantap semua masakannya enak dan mengenyangkan karyawannya baik dan sangat membantu mba dewi nya ramah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994043111801147,Food & Beverage,Food & Beverage (0.98); Service Quality (0.98); Service Efficiency & Responsiveness (0.97)
Isna Fitriana,2025,5,Pelayanan ramah banget kakak kakaknya ceria spesial kak devon divon aku lupa terimakasih semuanya pengalaman yang baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9940244555473328,Guest Experience,Guest Experience (0.99); Service Quality (0.99); Staff Conduct & Hospitality (0.98)
Najba queena,2025,5,Pelayanan ramah mbak ika jga ramah sopan makanan di alana hotel jga bagus enak semoga semakin maju dan sukses terus membuat alana hotel solo oleh aston,KOMPETITOR,Bintang 4,TheAlana,positive,0.9988605976104736,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Service Quality (0.99); Staff Conduct & Hospitality (0.99)"
Agus Pramoe,2025,4,AC kamar dingin banget sayang udara panasnya tidak keluar jadi terpaksa pagi2 mandi udara dingin kamar 15,KOMPETITOR,Bintang 4,TheAlana,positive,0.9984789490699768,Facilities & Amenities,"Facilities & Amenities (0.70); Sustainability & Environmental Quality (0.66); Loyalty, Recommendation & Appreciation (0.65)"
Ainur R,2025,5,menginap di sini setelah acara kantor masuk saat malam hari disuguhkan selamat minum jahe anget yang saat di badan anget menyegarkan sarapan pagi dengan berbagai menu khas indonesia dan pilihan makanan barat tak lupa juga dengan roti dan minuman lainnya pelayanan ramah dan murah senyum untuk pegawai hotelnya dan 3 minggu ini akan riwa riwi mengawal teman kerja ada acara cerita semoga hotel tetap memberikan pelayanan terbaik bagi kami dan tamu lainnya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991239905357361,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.99); Guest Experience (0.99); Service Quality (0.98)
Abdurrahman Ibrahim,2025,5,pelayanan bagus dan cekatan lokasinya mudah makanannya jg enak dan bervariasi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9990310668945312,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (1.00); Service Quality (1.00); Facilities & Amenities (1.00)
Dinatin Xu,2025,5,Disarankan hotel cepat reservasi layanan bersih kamar rapi fasilitas juga menyelesaikan semua sarapan tepat waktu siap hotel ini lebih dekat ke Colomadu tol jika ingin perjalanan ke yogya dengan mobil,KOMPETITOR,Bintang 4,TheAlana,positive,0.99918133020401,Service Quality,"Service Quality (1.00); Cleanliness, Hygiene & Maintenance (1.00); Facilities & Amenities (1.00)"
Maulana Nur Ihsan,2025,5,nyaman tempatnya luas jadi tidak terganggu aktivitas luar gedung dibantu dengan kak yulia ter manis hehe,KOMPETITOR,Bintang 4,TheAlana,positive,0.99922776222229,Facilities & Amenities,Facilities & Amenities (0.98); Room Quality & Comfort (0.97); Service Quality (0.95)
Lidwina Lie,2025,5,kamar sudah oke kebersihan cukup oke bisa ditingkatkan pelayanan ramah dengan mbak reva makanan variasi sarapan oke,KOMPETITOR,Bintang 4,TheAlana,positive,0.9989877343177795,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.98); Facilities & Amenities (0.98); Guest Experience (0.98)"
Teguh Prayogo,2025,5,Pelayanan sangat memuaskan dengan mba cindy ketika check masuk ramah dan membantu sekalii berikutnya akan menginap lagi di alana solo,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991470575332642,Guest Experience,Guest Experience (1.00); Service Quality (1.00); Staff Conduct & Hospitality (1.00)
puspita wijayanti,2025,5,Sarapan spesial nya enak kamar bersih dan luas cocok untuk semua kebutuhan lokasi strategis,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993993043899536,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (0.99); Room Quality & Comfort (0.99)"
Arum Indah,2025,5,Hotel Dipinggiran Kota Solo yang nyaman bersih dan estetik ada kolam renang untuk anak yang menyenangkan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994910955429077,Facilities & Amenities,"Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.98); Service Quality (0.97)"
Oke Dental,2025,5,hotel alana solo nyaman dengan pelayanan ramah fasilitas lengkap kolam renang gym spa ballroom serta kamar yang luas dan bersih sangat dianjurkan untuk liburan maupun bisnis di solo,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994567036628723,Facilities & Amenities,Facilities & Amenities (1.00); Service Quality (0.99); Service Efficiency & Responsiveness (0.98)
Rangga Wardhana,2025,5,kamar bersih nyaman rapi layanan dan fasilitas semuanya terbaik pokoknya terima kasih untuk kak reva sudah memberikan layanan yang terbaik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9990577101707458,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (0.99); Room Quality & Comfort (0.99)"
Esa Widhasworo,2025,5,Pelayanan luar biasa makanan variatif dan enak pelayan nya melayani dengan baik khususnya mba dewi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993483424186707,Service Quality,Service Quality (1.00); Guest Experience (0.99); Food & Beverage (0.98)
Silvia Qotrunnada,2025,5,pengalaman pertama menginap di alana solo sangat menyenangkan pelayanan bagus makanan juga enak dengan mba melisa yang menawarkan pannacota terbaik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995007514953613,Service Quality,Service Quality (1.00); Guest Experience (1.00); Facilities & Amenities (0.99)
Agn Pgd,2025,5,makanan enak terutama batagor yang saya cobain bisa makan banyak karena menuunya sangat banyak pelayanan mba dewi baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991204142570496,Service Quality,Service Quality (0.99); Guest Experience (0.98); Staff Conduct & Hospitality (0.94)
Anita Sukmawati,2025,5,lokasi sangat strategis di sisi sebelah barat kota solo sehingga bebas macet tapi tetap mudah menjangkau pusat kota solo 10 15 menit berkendara banyak resto dan kafe disekitarnya karena dekat dengan area kampus ums,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995290040969849,Facilities & Amenities,"Facilities & Amenities (0.95); Food & Beverage (0.95); Location, Accessibility & Parking (0.92)"
Zulfani Widiyanni'mah,2025,5,ruangan luas fasilitas lengkap bersih wangi layanan pelayanan ramah dan cepat lokasi strategis di pusat kota makanan enak,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994314312934875,Service Efficiency & Responsiveness,"Service Efficiency & Responsiveness (1.00); Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (0.99)"
Revi Librianputra,2025,5,atas semua makanan dan minuman terbaik nya enak pelayanan bagus kak dewi nya syantik dan ramah terima kasih semua,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992509484291077,Service Quality,Service Quality (0.99); Guest Experience (0.99); Food & Beverage (0.99)
Aditya Yogaswara Oka Mahendra,2025,5,pelayanan ramah baik mrs ika dan makanan enak dan memuaskan rekomendasi hotel di dekat bandara,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992765784263611,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.99); Service Quality (0.99); Guest Experience (0.98)
septiarko widhi,2025,5,makanan secara keseluruhan enak semuanya mulai indonesia sampai barat makanan pastrynya juga enak pelayananya bagus kak ika sangat ceria dan komunikatif sirgap membantu saya yang awalnya kebingungan hotelnya nyaman kamarnya bagus,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994757771492004,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.99); Staff Conduct & Hospitality (0.99); Facilities & Amenities (0.98)
